"id","article_id","question","answer","display_order","is_active","created_at","updated_at"
"0016b76a-7388-48dd-a33c-a96e8dcd54a7","15eb48d1-8a9f-4df5-81cb-3def27b3d8be","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:54.010Z""","""2026-01-07T18:43:54.010Z"""
"027d010a-bc2f-4f0f-84a9-67472e547804","527caf3c-9ac8-4177-93df-e5bdfbd10356","What are the most common causes of falls in seniors?","Common causes include poor lighting, slippery or uneven surfaces, loose rugs, clutter in walkways, inappropriate footwear, medication side effects, vision problems, and muscle weakness. Many falls result from a combination of factors. Addressing environmental hazards while also managing health factors provides the best protection.","0","yes","""2026-01-07T18:56:18.419Z""","""2026-01-07T18:56:18.419Z"""
"028e55c8-1fc6-4152-be2c-245ca754f44a","1b10a860-eee8-4d07-80ac-1a4efc285dfd","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:26.722Z""","""2026-01-07T18:43:26.722Z"""
"03653275-11d7-42a8-8102-36b46e27d78d","2bc48fb4-8b4e-42c0-a3dc-3b91925dbae4","Is it normal to feel resentful as a caregiver?","Absolutely. Resentment is a common and normal feeling among caregivers. You may resent the person you're caring for, other family members who don't help, or the situation itself. Acknowledging these feelings without guilt is important. Consider talking to a counselor or joining a support group where you can express these emotions safely.","0","yes","""2026-01-07T18:56:17.574Z""","""2026-01-07T18:56:17.574Z"""
"04f7e989-297b-40a9-b143-9f8d9108fd2c","41842c76-bd47-4fd3-bc11-09e30796de0b","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:54.535Z""","""2026-01-07T18:43:54.535Z"""
"05c9b1e8-2c44-4e46-b8aa-ef0ae19b90fa","257394fb-db1a-4d09-afa0-cb18b70767c1","What should I know about the benefits of pet therapy for seniors?","Understanding the benefits of pet therapy for seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:34.987Z""","""2026-01-07T18:43:34.987Z"""
"06f47533-ca7c-4e07-9b47-751b37caea3e","e6f120df-4696-4eb5-9a91-977f480647c4","What should I know about how to manage incontinence with dignity?","Understanding how to manage incontinence with dignity is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:32.334Z""","""2026-01-07T18:43:32.334Z"""
"071d376d-0823-408a-b111-794a1191721b","4d4e9a97-b573-4e42-a291-55f8cc24e790","What should I know about understanding veterans benefits for home care?","Understanding understanding veterans benefits for home care is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:24.516Z""","""2026-01-07T18:43:24.516Z"""
"08371db5-9492-49f7-aef0-10887983595e","1dca1c12-be0b-421f-b181-014fdc73f99f","What should I know about the role of nutrition in dementia care?","Understanding the role of nutrition in dementia care is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:32.867Z""","""2026-01-07T18:43:32.867Z"""
"091695a4-89fa-422f-b5c5-f1ca024976a6","6d145660-7f01-45dc-9bb0-e896171c649e","What should I know about how to handle difficult behaviors in dementia care?","Understanding how to handle difficult behaviors in dementia care is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:22.434Z""","""2026-01-07T18:43:22.434Z"""
"0b336982-1227-4a7e-b903-4eb6420f6aea","c4170c73-8731-41b1-ae78-b88e5a664465","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:16.293Z""","""2026-01-07T18:43:16.293Z"""
"0b7fdb5d-6c00-4bb7-8146-4b81fc88fa29","dc199bdf-d04d-4f45-9182-83ec117ec314","Can in-home care prevent nursing home placement?","Yes, in many cases. In-home care allows seniors to age in place safely and can delay or prevent the need for facility-based care, which is often preferred by seniors and more cost-effective.","3","yes","""2026-01-07T18:43:03.622Z""","""2026-01-07T18:43:03.622Z"""
"0e505f56-da1b-4f0b-a471-5086c0665b19","6e9acbdf-7d88-4b9d-a2bf-5dc9bd738da8","How much does companion care cost?","Companion care in Massachusetts typically costs $25-$30 per hour, slightly less than personal care. Many families start with a few hours per week and increase as needed.","0","yes","""2026-01-07T18:43:09.297Z""","""2026-01-07T18:43:09.297Z"""
"0facc21c-0868-47f2-baeb-bede145dc910","e5cdd956-1f13-49bb-9a6a-414074cd50f4","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:38.850Z""","""2026-01-07T18:43:38.850Z"""
"13ff6ca0-bf35-4bda-bd13-842972053ac5","591cf7c1-7cc2-4f6a-a077-db7e6b906109","What should I know about the importance of skin care for seniors?","Understanding the importance of skin care for seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:44.519Z""","""2026-01-07T18:43:44.519Z"""
"14d0d0ed-d804-4a02-87f5-24199a95ca94","7584ca79-2733-475d-b295-6566c1fd30d4","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:56.106Z""","""2026-01-07T18:43:56.106Z"""
"162dcf66-4a10-4bab-a15b-2a5f93fecf9c","dc2fe6c7-7e4a-4e00-aa8a-01f1d8e85632","What should I know about understanding copd and home care needs?","Understanding understanding copd and home care needs is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:31.817Z""","""2026-01-07T18:43:31.817Z"""
"170b1994-8184-477d-bf8a-28b083e64cb5","e4a10af7-0212-400e-b239-1e15e7e64d72","What should I know about understanding parkinson's disease and care needs?","Understanding understanding parkinson's disease and care needs is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:21.912Z""","""2026-01-07T18:43:21.912Z"""
"172cf0f0-d60d-45b6-97a5-ef00079d1c85","527caf3c-9ac8-4177-93df-e5bdfbd10356","What is a medical alert system and do I need one?","Medical alert systems are wearable devices (pendants or watches) with emergency buttons that connect to a 24/7 monitoring center. When pressed, help is dispatched. Many now include automatic fall detection. They're recommended for seniors living alone, those with fall history, and anyone with health conditions that could cause emergencies.","2","yes","""2026-01-07T18:56:18.645Z""","""2026-01-07T18:56:18.645Z"""
"1903b3a1-c168-4778-b512-4dfeaa4f2447","4887c806-5465-4c7b-ae64-14c773dda47a","What should I know about financial assistance programs for massachusetts seniors?","Understanding financial assistance programs for massachusetts seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:22.950Z""","""2026-01-07T18:43:22.950Z"""
"1945a133-c00d-418b-87d3-733e197c918b","a2c77114-a2ab-468a-aec5-6a2820335084","What should I know about the benefits of chair yoga for seniors?","Understanding the benefits of chair yoga for seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:42.946Z""","""2026-01-07T18:43:42.946Z"""
"19cca957-7085-4838-a12e-f9c1d846756b","ad10e5b5-9a5c-4a5d-88de-e8d0ace16ccb","What should I know about how to support a loved one with cancer?","Understanding how to support a loved one with cancer is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:37.655Z""","""2026-01-07T18:43:37.655Z"""
"19f99b95-1cc4-4b5e-acf9-91ff5a6a0a0f","19ce7f00-369f-4ee5-9364-a29db4eb0cee","Can I create these documents without a lawyer?","While templates exist, an elder law attorney ensures documents are legally valid, properly executed, and tailored to your situation. This is especially important for complex estates or Medicaid planning.","1","yes","""2026-01-07T18:43:07.898Z""","""2026-01-07T18:43:07.898Z"""
"1d703c62-6af8-411b-954f-68cafea255a2","866645f5-0cca-4cfd-9b50-2d77907b1fa5","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:40.947Z""","""2026-01-07T18:43:40.947Z"""
"1d78fc12-aaf4-4785-a998-1d98b1762e16","e58cac88-9321-44a1-afad-83713af3d482","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:29.844Z""","""2026-01-07T18:43:29.844Z"""
"1d84b6f1-7a92-4bcb-add9-d88c937e4db1","9d9b6777-c30f-4b49-acbc-82e977f407e6","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:34.044Z""","""2026-01-07T18:43:34.044Z"""
"1e19cf1d-67c4-417d-b480-cba66ef99e61","8c31dcd2-1968-4fb6-b7f5-201666785cf6","Should I correct my loved one when they say something wrong?","Generally, no. Correcting them causes frustration and embarrassment. Instead, redirect the conversation or go along with harmless misunderstandings. Their reality feels real to them.","1","yes","""2026-01-07T18:43:04.889Z""","""2026-01-07T18:43:04.889Z"""
"1f5fcd48-883c-43ef-b6e8-074ddddedef1","591cf7c1-7cc2-4f6a-a077-db7e6b906109","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:44.633Z""","""2026-01-07T18:43:44.633Z"""
"1fa43522-d584-4285-a3bb-a9ae338a0ab8","2bc48fb4-8b4e-42c0-a3dc-3b91925dbae4","How do I find time for self-care when I'm caregiving 24/7?","Start small—even 10-15 minutes daily makes a difference. Use respite care services to get regular breaks, accept help from family and friends, or hire a professional caregiver for scheduled relief. Remember that neglecting your own needs ultimately harms your ability to provide care.","1","yes","""2026-01-07T18:56:17.687Z""","""2026-01-07T18:56:17.687Z"""
"1fc971dd-8936-4ec0-9361-c6e5829ae3e2","d9a14168-33e3-4a96-ab3e-37503a0eeb76","When should we consider memory care vs. in-home dementia care?","In-home dementia care works well through early and much of middle-stage dementia when the home environment can be made safe. Memory care facilities may become necessary when wandering cannot be prevented, care needs exceed what can be provided at home (especially overnight), the person becomes aggressive, or family caregivers are burned out.","2","yes","""2026-01-07T18:56:16.948Z""","""2026-01-07T18:56:16.948Z"""
"2002c13c-32cf-4867-a67f-39febce4f862","c05b713e-81fe-49f0-a40c-ab588c276d07","What should I know about activities to keep seniors mentally sharp?","Understanding activities to keep seniors mentally sharp is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:14.616Z""","""2026-01-07T18:43:14.616Z"""
"21b63607-3a87-4437-907a-c20411c2c764","4d8c7f67-436d-48f9-aba0-d1bb46a51bb7","What should I know about managing medications for seniors: a caregiver's guide?","Understanding managing medications for seniors: a caregiver's guide is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:14.100Z""","""2026-01-07T18:43:14.100Z"""
"21f0f6f6-7084-440f-9936-89654597db2a","70fc6da9-d53a-4125-8440-f98aa14c0b5d","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:18.390Z""","""2026-01-07T18:43:18.390Z"""
"2253fb56-e73f-48ab-b8e6-dc879d84aa82","2bc48fb4-8b4e-42c0-a3dc-3b91925dbae4","What is respite care and how can I access it in Massachusetts?","Respite care is temporary relief for caregivers—someone else cares for your loved one so you can rest, handle personal matters, or take a vacation. Options include in-home respite, adult day programs, and short-term facility stays. In Massachusetts, contact your local ASAP, MassHealth (if eligible), or home care agencies like PrivateInHomeCareGiver to arrange services.","2","yes","""2026-01-07T18:56:17.799Z""","""2026-01-07T18:56:17.799Z"""
"22635b2d-e829-4bc1-ae44-4ee81c2f8405","26c357b5-eb51-4b36-bac7-41514db16940","Does MassHealth cover in-home care?","Yes, MassHealth offers several programs that cover in-home care for eligible individuals. The Personal Care Attendant (PCA) Program covers personal care services and allows you to hire family members as caregivers. The Frail Elder Waiver and Community First Choice programs also provide home care coverage. Eligibility is based on income, assets, and care needs.","2","yes","""2026-01-07T18:56:15.192Z""","""2026-01-07T18:56:15.192Z"""
"22f4a637-c0f1-4a36-bfd1-92007b419e17","ff45530c-9472-4c9a-91fd-15f5673402e5","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:28.805Z""","""2026-01-07T18:43:28.805Z"""
"2310874c-6c8e-41ff-8afe-f0bc66d978d5","9695d8da-e752-4bb4-a36e-d4125efdc701","What should I know about how to help seniors maintain independence?","Understanding how to help seniors maintain independence is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:42.413Z""","""2026-01-07T18:43:42.413Z"""
"248cd15d-0ec1-460e-83e8-6c7a11be5305","22a70873-a471-44d9-b38f-12e6129ad152","What should I know about managing heart disease in seniors?","Understanding managing heart disease in seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:30.249Z""","""2026-01-07T18:43:30.249Z"""
"253564ab-742c-4ed3-859a-2a772075b718","b94b5cc2-50d3-47f6-8ca1-8bf1d32dd340","How do I apply for the Massachusetts PCA Program?","First, ensure you have MassHealth coverage (apply at mass.gov/masshealth). Then contact your local Aging Services Access Point (ASAP) or Independent Living Center to request a PCA evaluation. If approved, you'll choose a Fiscal Intermediary to handle payroll, then hire and train your own PCAs.","1","yes","""2026-01-07T18:56:19.398Z""","""2026-01-07T18:56:19.398Z"""
"256d3b35-5254-4b9d-85bd-0076c648a6cc","83f303f7-c246-43ec-b0a0-7e1b1b18b4c0","What should I know about the benefits of aquatic therapy for seniors?","Understanding the benefits of aquatic therapy for seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:46.083Z""","""2026-01-07T18:43:46.083Z"""
"25d4717f-7011-46e0-8fbe-51a8ecf3f310","93482020-8b17-446d-a2ae-ede90e4f5ab1","Does Medicare cover post-hospital care?","Medicare covers skilled home health care (nursing, therapy) if prescribed. Non-medical personal care is typically not covered by Medicare but may be covered by MassHealth or paid privately.","1","yes","""2026-01-07T18:43:12.409Z""","""2026-01-07T18:43:12.409Z"""
"27c851e1-27ac-4017-a70d-b2249892185e","ba2664c8-c9ac-4683-a963-e0aab99ad917","What should I know about the benefits of brain games for cognitive health?","Understanding the benefits of brain games for cognitive health is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:55.465Z""","""2026-01-07T18:43:55.465Z"""
"29364968-6498-4435-815c-7c9f800ac0f5","e6f120df-4696-4eb5-9a91-977f480647c4","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:32.448Z""","""2026-01-07T18:43:32.448Z"""
"2987b2fa-6669-4766-b4be-25fa1202dd7d","ff45530c-9472-4c9a-91fd-15f5673402e5","What should I know about how to handle end-of-life conversations?","Understanding how to handle end-of-life conversations is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:28.690Z""","""2026-01-07T18:43:28.690Z"""
"2b2d04db-a172-4795-951d-dacc256191dc","22a70873-a471-44d9-b38f-12e6129ad152","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:30.365Z""","""2026-01-07T18:43:30.365Z"""
"2b49ebf0-6535-4073-8232-9f3edec29a41","6b9b923d-4b04-4223-b0d1-6008537cbbee","What should I know about understanding osteoporosis prevention and care?","Understanding understanding osteoporosis prevention and care is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:41.890Z""","""2026-01-07T18:43:41.890Z"""
"2c0c952b-5fda-45f7-bfc3-4b9fdca2511b","0ca953ed-fc59-4025-8f47-dff8b664d38a","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:17.874Z""","""2026-01-07T18:43:17.874Z"""
"2cc4b626-6202-42f9-b027-efd50815d5b9","01fd1214-3baa-4858-9946-0644845b424a","What should I know about how to create a memory book for someone with dementia?","Understanding how to create a memory book for someone with dementia is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:23.991Z""","""2026-01-07T18:43:23.991Z"""
"2fef0684-ed4a-4307-aed5-19782935d6e8","94879856-edde-4256-ba2e-80f129966fa3","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:20.475Z""","""2026-01-07T18:43:20.475Z"""
"310a7488-0871-4d0a-9010-6769896c415d","c58d7da1-521e-4dd3-a1a2-d17dcca9cefc","What should I know about caring for a spouse with a chronic illness?","Understanding caring for a spouse with a chronic illness is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:27.651Z""","""2026-01-07T18:43:27.651Z"""
"32263064-676d-4968-b81f-c076a8d82bc9","1ca431be-5dad-4c70-9bbb-32c079696185","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:39.373Z""","""2026-01-07T18:43:39.373Z"""
"32d2c6df-2351-494a-9577-713939044102","7c03c208-24bd-45a1-a1ac-b0d5d9640a84","What should I know about understanding incontinence products and options?","Understanding understanding incontinence products and options is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:46.600Z""","""2026-01-07T18:43:46.600Z"""
"339d6c4e-36d1-4f33-9c1a-9b729eaa2e75","26c357b5-eb51-4b36-bac7-41514db16940","What is the difference between home care and home health care in Massachusetts?","Home care provides non-medical assistance like personal care (bathing, dressing), companionship, and homemaking. Home health care provides medical services like skilled nursing, physical therapy, and wound care, typically prescribed by a doctor. Medicare covers home health care but generally not home care. MassHealth may cover both for eligible individuals.","0","yes","""2026-01-07T18:56:14.963Z""","""2026-01-07T18:56:14.963Z"""
"33d45c50-116e-49f3-a2d2-cf24c6d8a25d","6e9acbdf-7d88-4b9d-a2bf-5dc9bd738da8","What's the difference between a companion and a personal care aide?","Companions focus on social engagement and light assistance. Personal care aides help with hands-on physical care like bathing and dressing. Some caregivers can provide both.","1","yes","""2026-01-07T18:43:09.412Z""","""2026-01-07T18:43:09.412Z"""
"33e45600-017c-4909-a176-5295c9020ce4","5ce80e8a-9d87-4f58-a47b-3a320d4ca534","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:43.582Z""","""2026-01-07T18:43:43.582Z"""
"36600335-9976-447e-b1c4-66bb2cdf91df","8a81d775-a043-4788-b178-69ec72a2bab2","What should I know about how technology can help seniors age in place?","Understanding how technology can help seniors age in place is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:19.322Z""","""2026-01-07T18:43:19.322Z"""
"367fabcb-d5f8-4b8d-b49d-61615501c35a","7589c160-2f84-4540-acbd-d25c49af5e4f","What should I know about how to find and hire a private caregiver?","Understanding how to find and hire a private caregiver is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:25.552Z""","""2026-01-07T18:43:25.552Z"""
"3687dd86-95cf-461c-b99a-850430e8cab8","c73bce67-8c8d-4b7c-9aeb-766862466787","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:51.921Z""","""2026-01-07T18:43:51.921Z"""
"370535c7-6adc-401b-ad2e-21b305b56ceb","41842c76-bd47-4fd3-bc11-09e30796de0b","What should I know about understanding grief and loss in seniors?","Understanding understanding grief and loss in seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:54.420Z""","""2026-01-07T18:43:54.420Z"""
"37e1b574-7f50-400d-825c-87566e240058","08985dee-2dab-4584-8dcb-c7b293167cb8","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:18.906Z""","""2026-01-07T18:43:18.906Z"""
"38111e56-a1ce-4f7a-9e4e-9ab0226c2a2e","6ec03951-0fd4-47f2-850a-a45104ccc3f9","Can I use both home care and home health care together?","Yes, many families use both services simultaneously. For example, someone recovering from surgery might receive home health visits for physical therapy (a few times per week) while also having a home care aide for daily help with bathing, dressing, and meals. The two services complement each other well.","3","yes","""2026-01-07T18:56:16.206Z""","""2026-01-07T18:56:16.206Z"""
"389a0402-08a1-4e0d-ab12-57ee470a66ae","3f190be7-e7f6-4681-a4b7-31c371fd9875","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:49.839Z""","""2026-01-07T18:43:49.839Z"""
"3ae86953-e4ab-4504-a74e-3225d9cc0aca","8a81d775-a043-4788-b178-69ec72a2bab2","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:19.437Z""","""2026-01-07T18:43:19.437Z"""
"3af7e852-e7dc-47b6-ba3a-08c5fb32088e","372ddb54-1f5d-4530-8aa8-ec90f88448c9","What should I know about how to create a safe bathroom for seniors?","Understanding how to create a safe bathroom for seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:31.296Z""","""2026-01-07T18:43:31.296Z"""
"3c217dbd-927e-4ab5-bba0-fd9cf64d317a","7acf2620-cb16-43c4-b28c-a4e1fe1a4e2e","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:56.623Z""","""2026-01-07T18:43:56.623Z"""
"3d5570a1-d595-4b4d-bc75-9e68d1d20f02","932f097d-cb0f-4a3b-99ef-71f3369d2d01","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:27.242Z""","""2026-01-07T18:43:27.242Z"""
"3dc904d3-0f7e-4921-a226-86847b13ba4a","1ca5c536-a47f-4808-83af-75d6b0493107","My parent isn't eating enough. What should I do?","First, identify possible causes—decreased appetite, difficulty chewing, depression, medication side effects, or difficulty preparing food. Then try smaller, more frequent meals, favorite foods, eating together, and making meals visually appealing. If weight loss continues or is significant, consult a doctor to rule out underlying health issues.","2","yes","""2026-01-07T18:56:20.361Z""","""2026-01-07T18:56:20.361Z"""
"40b6ffa6-991b-438c-adf6-09b67781bf49","7ddf74ed-dbd6-4ac9-b695-7e450a2231a4","What should I know about how to help a senior transition to care?","Understanding how to help a senior transition to care is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:47.118Z""","""2026-01-07T18:43:47.118Z"""
"41c1099c-07b6-4298-9582-a675e971d14c","93482020-8b17-446d-a2ae-ede90e4f5ab1","When should I arrange post-hospital care?","Ideally, before the hospital stay or as soon as surgery is scheduled. If unexpected, contact a home care agency immediately upon admission to arrange services for discharge.","2","yes","""2026-01-07T18:43:12.537Z""","""2026-01-07T18:43:12.537Z"""
"42562a42-7525-4820-bf9c-84acd47672f9","527c8349-4d92-4139-b5ce-0f4660987fd6","What should I know about how to create an emergency plan for seniors?","Understanding how to create an emergency plan for seniors is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:36.043Z""","""2026-01-07T18:43:36.043Z"""
"42771511-eb12-4fd8-961b-0a1fb99a756c","ca88d423-3a90-4197-ad52-bd060a2002c5","What if I can't manage my own care?","You can designate a surrogate (family member or friend) to manage the program on your behalf if you're unable to do so yourself.","2","yes","""2026-01-07T18:43:11.776Z""","""2026-01-07T18:43:11.776Z"""
"4394bbcd-dfca-4b61-813f-b4acc3c8752f","19ce7f00-369f-4ee5-9364-a29db4eb0cee","What if my parent has dementia? Can they still sign documents?","It depends on the severity. They must have 'legal capacity'—understanding what they're signing. A doctor may need to evaluate capacity. If they lack capacity, court-appointed guardianship may be necessary.","2","yes","""2026-01-07T18:43:08.013Z""","""2026-01-07T18:43:08.013Z"""
"43970936-b881-42d3-8385-bb0dacf487eb","5ce80e8a-9d87-4f58-a47b-3a320d4ca534","What should I know about understanding kidney disease in older adults?","Understanding understanding kidney disease in older adults is important for providing quality care. Start by assessing your specific situation and consulting with healthcare professionals or care coordinators.","0","yes","""2026-01-07T18:43:43.467Z""","""2026-01-07T18:43:43.467Z"""
"44204fe3-b27b-47c7-bdbc-d4f885f04078","9f60e1d9-a931-49eb-9d02-a7994ce7bd25","How can PrivateInHomeCareGiver help?","Our experienced caregivers can provide personalized support for your family's needs. Contact us for a free assessment and consultation.","1","yes","""2026-01-07T18:43:52.960Z""","""2026-01-07T18:43:52.960Z"""
